bcsid,female,parscr,pared,eng10,maths10,isced26,isced30,nonbrit30,isced42,deg26,deg30,deg42,Mauth,Mauthw,r16,rw16,a16,aw16,lr16,a26,aw26,lr26,r30,rw30,a30,aw30,lr30,lrw30,r42,rw42,a42,aw42,lr42,lrw42,deathpen16,deathpen26,deathpen30,deathpen42,parsc,weights
B11929H,0,4,2,0.7579153206156504,0.6531867055866084,6,6,1,6,1,1,1,-0.28997761554552787,-0.08694687252374783,-0.49711076111190544,-0.42857873600318586,1.4093791024214999,1.2229730411167075,2.0519579341058454,-1.5718832279550905,-0.9376522913607478,0.0011942222163425851,0.6400526886686109,0.436862919242851,-1.8447816216137816,-0.948818453750371,-0.408310478640031,-0.2816678313104188,0.8959335265906956,0.80033673958607765,-0.6619025726877894,-0.31358092320280495,-1.8950397092446962,-1.5734918177392576,0.9606304562563233,-1.9259180378901404,-1.8967835442145384,-1.0024351826782918,4,1
B11953H,1,2,1,-0.36303603319682753,-0.4829557803716776,2,2,0,2,0,0,0,0.8061521939772177,0.2548499069907456,1.7483821271201796,1.5051459965097354,1.4093791024214999,1.2229730411167075,0.46388458388136206,1.2299490868988967,0.8808238144802587,0.0011942222163425851,-0.0033865221622675764,0.00847337023510239,0.07788234684254437,0.05539345273209462,-0.408310478640031,-0.4072235634563452,-0.2503787296532919,-0.20186364698500728,1.2038218788382926,0.6541984928712707,0.6103308805122087,0.44442074057613157,0.9606304562563233,0.2968575259618061,-1.1376705933967137,1.228460099416882,2,0.06012963251812224
B11972L,1,4,2,0.5158917328606841,0.08511546260746543,2,2,0,5,0,0,0,0.6843599929191346,0.3131313113160097,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5780267984004381,-1.1241887663431211,-0.17096707052809693,0.18125608910180954,0.0011942222163425851,-0.0033865221622675764,0.10442784474930011,0.35254862805059145,0.3443946654875717,0.1671479613533371,0.09868117406565641,-1.3966909858972794,-1.2040640335560924,-0.19547145980626857,-0.12955307708416042,-1.5371296249937099,-1.0785785073552856,-0.32926202917619524,-1.9259180378901404,-1.8967835442145384,-1.0024351826782918,4,0.5269467321800214
B11974N,1,5,2,-1.2419637992543382,-0.8887209539282084,2,3,0,3,0,0,0,-1.1425230229521073,-0.5658567064137422,1.7483821271201796,1.5051459965097354,-0.13236701897517483,-0.10736474728418734,0.46388458388136206,0.17926196882865147,-0.030620453701484474,0.9088031066367427,-0.9685453384085851,-0.6800886446051877,1.1765474716747306,0.6017834254613602,-1.8469565786234505,-1.0808027162839116,-0.2503787296532919,-0.20186364698500728,0.7373907659567726,0.2695721119068803,2.0419712175161546,1.3209178014207152,-0.32926202917619524,1.037782713912455,1.1396682590567606,1.228460099416882,5,0.11277048205284333
B11990N,0,3,2,0.4394632314643782,0.6531867055866084,6,6,0,6,1,1,1,-1.6296918271844385,-0.7159407871665351,-0.49711076111190544,-0.42857873600318586,1.4093791024214999,1.2229730411167075,-1.1241887663431211,-0.17096707052809693,-0.15125313055971853,0.9088031066367427,0.3183330832531715,0.2922439300209027,-0.19678393436550198,-0.06415479624378165,1.605794061336757,1.0287646656212814,0.8959335265906956,0.7441593319409823,-1.1283336855693102,-0.844659752036149,0.6103308805122087,0.31604833796699106,0.9606304562563233,0.2968575259618061,0.3805553082389358,0.4848283387184906,3,1
B12011Y,1,3,1,0.7579153206156504,1.46471705269967,2,3,0,3,0,0,0,-0.0463932134293624,-0.11116639890745428,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,0.46388458388136206,0.5294910081853998,0.2645470061163727,-0.9064146622040575,0.9617722940840496,0.8597850495925035,0.07788234684254437,0.043615990318927295,0.45487718135002075,0.41663975443275136,-1.3966909858972794,-1.2040640335560924,0.7373907659567726,0.4932472369756666,-0.46339937224075056,-0.1939078151027612,-1.6191545146087136,1.037782713912455,0.3805553082389358,0.4848283387184906,3,1.4661167151734722
B12014B,0,4,2,0.8343438220119563,0.8966458097205269,6,6,1,6,1,1,1,0.19719118868680374,0.05625291050170226,-0.49711076111190544,-0.42857873600318586,1.4093791024214999,1.2229730411167075,0.46388458388136206,-1.221654188598342,-0.7243774262892066,-0.9064146622040575,-1.2902649438240241,-0.963859204390988,-0.7461164967815954,-0.417761855562067,0.1671479613533371,0.09779494955305294,-0.8235348577752856,-0.7310525440930975,-0.19547145980626857,-0.02925380966128749,-0.10548928798976412,-0.2771996797495751,0.9606304562563233,-1.1849928499394917,-1.1376705933967137,-1.0024351826782918,4,1
B12035G,0,4,2,0.8343438220119563,1.0589518791431392,3,3,0,3,0,0,0,-1.3861074250682728,-0.4963915836969303,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,-1.1241887663431211,-2.2723413066685874,-1.5230483703201982,-0.9064146622040575,-0.9685453384085851,-0.584208931712428,-1.0207827779896417,-0.7177032923278323,-0.408310478640031,-0.23709224626676523,-0.8235348577752856,-0.7310525440930975,-1.1283336855693102,-0.844659752036149,-1.1792195407427235,-0.7538303737267655,-1.6191545146087136,-1.1849928499394917,1.1396682590567606,0.4848283387184906,4,2.3046228177285446
B12040D,1,4,2,0.9171413651912865,1.0589518791431392,3,3,0,3,0,0,0,1.1715287971514663,0.33560249462105024,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5375814954320819,0.46388458388136206,1.2299490868988967,0.8240011963476513,0.0011942222163425851,-0.0033865221622675764,0.00847337023510239,2.0005463152988705,1.242617109772957,-0.12058125864334658,-0.2761845276050556,2.042245782834683,1.858714533802258,1.2038218788382926,0.7544977602941436,0.2524207962612223,0.03608705865498882,0.9606304562563233,1.037782713912455,1.1396682590567606,1.228460099416882,4,1.1707012400147767
B12083Q,0,3,1,0.0382135991337759,-0.23949667623775917,3,3,0,3,0,0,0,2.0240742045580458,1.0497604647227918,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.14781005025254357,0.46388458388136206,0.5294910081853998,0.40326221899529613,-0.9064146622040575,0.3183330832531715,0.17966541962741478,1.7258800340908247,1.0887691370182504,-0.408310478640031,-0.3140117978087898,0.8959335265906956,0.80033673958607765,0.27095965307525166,0.23199671365718955,-0.10548928798976412,-0.14882727714043453,0.9606304562563233,-0.44406766198884273,0.3805553082389358,-0.2588034219799006,3,0.12378341323756027
B12106E,1,5,2,1.477617042097526,1.7081761568335885,6,7+,0,7+,1,1,1,-1.020730821894025,-0.48199430408099303,-0.49711076111190544,-0.42857873600318586,-0.9032400796735122,-0.7927562929688128,0.46388458388136206,-0.5211961098848453,-0.3904698843594314,0.0011942222163425851,-0.9685453384085851,-0.696787442105916,0.35254862805059145,0.22588963198321413,0.45487718135002075,0.1924793822030637,0.32277739846870185,0.27114784247798746,-0.19547145980626857,-0.02925380966128749,-0.10548928798976412,-0.008993479307337848,-0.32926202917619524,0.2968575259618061,0.3805553082389358,-1.0024351826782918,5,1
B12149R,0,3,1,-0.5222620777724636,-0.158343641526453,2,2,0,2,0,0,0,1.9022820034999632,0.7070771750461184,1.7483821271201796,1.5051459965097354,0.6385060417231625,0.5375814954320819,0.46388458388136206,0.17926196882865147,-0.024809700910757404,-1.8140235466244576,0.3183330832531715,0.2922439300209027,0.07788234684254437,0.0793898818328712,0.1671479613533371,0.22517308958152688,0.8959335265906956,0.856514147231173,0.7373907659567726,0.4701706467526262,-1.5371296249937099,-0.9720701686147506,0.9606304562563233,1.037782713912455,1.1396682590567606,1.228460099416882,3,0.07609837342858992
B12156Q,1,4,2,-0.9171426683200407,-2.187169509309107,3,3,0,3,0,0,0,0.5625677918610515,0.26881028420609737,0.6256356830041371,0.5508481426980965,-0.13236701897517483,-0.10736474728418734,-1.1241887663431211,0.5294910081853998,0.2645470061163727,0.0011942222163425851,0.3183330832531715,0.2656708698505386,1.4512137528827775,0.9215284498678731,-0.6960396986367147,-0.45644618655009905,1.4690896547126893,1.2733482290490725,0.7373907659567726,0.39294796955279365,0.6103308805122087,0.5842545384092284,-0.32926202917619524,1.037782713912455,-0.37855764257888896,0.4848283387184906,4,0.031382426987436665
B12159T,1,6,3,-0.2802384900174963,0.003962427896159287,6,6,0,6,1,1,1,-0.8989386208359418,-0.35412577071049606,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,0.46388458388136206,1.2299490868988967,0.8499430850758231,-0.9064146622040575,-0.9685453384085851,-0.584208931712428,2.0005463152988705,1.242617109772957,1.030335621343389,0.7470203003289673,-0.2503787296532919,-0.20186364698500728,0.27095965307525166,0.2550733038802299,0.6103308805122087,0.40262796642982024,-1.6191545146087136,0.2968575259618061,1.1396682590567606,-1.0024351826782918,6,1
B12173R,0,1,2,-1.159166256075008,-0.23949667623775917,2,3,0,6,0,0,1,-0.6553542187197764,-0.2865846039077936,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.10736474728418734,-1.1241887663431211,-2.2723413066685874,-1.4971064815920263,-0.9064146622040575,-0.646825732993146,-0.4395899424904798,-1.2954490591976882,-0.8298672294212144,0.1671479613533371,0.029096379853402993,0.32277739846870185,0.21497043483289202,-1.5947647984508304,-0.8591585600627994,0.2524207962612223,0.22917502585835303,-0.32926202917619524,-1.9259180378901404,-1.8967835442145384,-1.7460669433766831,1,1
B12174S,0,5,2,0.5158917328606841,1.0589518791431392,6,6,0,6,1,1,1,0.5625677918610515,0.23970212136353625,1.7483821271201796,1.4800169716200922,0.6385060417231625,0.5780267984004381,0.46388458388136206,1.2299490868988967,0.768050490329507,0.0011942222163425851,-0.3251061275777066,-0.16569364537431525,0.9018811904666849,0.47720509662257593,-1.2714981386300828,-0.967693839650966,0.8959335265906956,0.80033673958607765,-0.19547145980626857,-0.1757062575302412,0.6103308805122087,0.34937379705955274,-0.32926202917619524,1.037782713912455,1.1396682590567606,0.4848283387184906,5,1
B12182S,1,1,1,-1.082737754678702,0.003962427896159287,2,3,0,3,0,0,0,1.049736596093383,0.4451968052458286,-0.49711076111190544,-0.42857873600318586,-0.9032400796735122,-0.7523109900004565,0.46388458388136206,-0.5211961098848453,-0.28263540088494365,-0.9064146622040575,-0.9685453384085851,-0.7066617047755518,-0.19678393436550198,-0.06119972417009148,-0.408310478640031,-0.3012841660428129,-0.2503787296532919,-0.20186364698500728,-1.1283336855693102,-0.6982073041671952,0.2524207962612223,0.2177136306343969,-1.6191545146087136,-1.1849928499394917,-1.1376705933967137,-1.0024351826782918,1,0.05391018904800979
B12183T,0,2,1,-1.878867977556883,-1.0510270233508205,2,2,0,2,0,0,0,1.7804898024418796,0.9521539333469159,1.7483821271201796,1.5051459965097354,-0.13236701897517483,-0.10736474728418734,0.46388458388136206,-1.5718832279550905,-1.2401526937323033,0.9088031066367427,0.9617722940840496,0.42907001011494705,-0.4714502155735483,-0.29382045605551754,0.7426064013467052,0.3676979075919936,-1.3966909858972794,-1.2040640335560924,2.1366841046013345,1.4234512548000513,0.9682409647631952,0.5009626737624143,-0.32926202917619524,1.037782713912455,0.3805553082389358,1.228460099416882,2,0.013277167131048826
B12196Y,1,4,2,0.9935698665875924,1.7893291915448946,5,3,0,3,0,0,0,-0.5335620176616933,-0.46590610049543435,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,2.0519579341058454,1.9304071656123936,1.3275046805607857,1.8164119910571428,-0.646825732993146,-0.6382486647285297,1.4512137528827775,0.991301645133595,0.45487718135002075,0.15612477900178484,-0.2503787296532919,-0.25804105463010274,0.7373907659567726,0.4932472369756666,0.9682409647631952,0.629335076371555,-1.6191545146087136,1.037782713912455,0.3805553082389358,0.4848283387184906,4,3.0757569855852296
B12215J,1,4,2,0.7579153206156504,0.9777988444318331,2,6,0,6,0,1,1,-0.8989386208359418,-0.38993350174547287,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.10736474728418734,0.46388458388136206,-0.5211961098848453,-0.5332520258001557,0.9088031066367427,-1.2902649438240241,-0.963859204390988,-0.7461164967815954,-0.5238115240300403,0.7426064013467052,0.4977602896615223,-0.2503787296532919,-0.25804105463010274,-1.5947647984508304,-1.1289868655776663,0.6103308805122087,0.40262796642982024,-0.32926202917619524,0.2968575259618061,0.3805553082389358,0.4848283387184906,4,1
B12226M,0,6,3,-0.36303603319682753,0.16626849731877158,3,2,0,2,0,0,0,-0.16818541448744478,-0.0860996359264085,0.6256356830041371,0.5257191178084532,-0.13236701897517483,-0.14781005025254357,0.46388458388136206,0.8797200475421483,0.5597144659342299,0.9088031066367427,0.6400526886686109,0.33408390989756076,0.6272149092586378,0.35604159566419596,1.3180648413400726,0.7348791110528423,-0.2503787296532919,-0.25804105463010274,0.7373907659567726,0.4932472369756666,1.684061133265168,1.2758372634583885,0.9606304562563233,1.037782713912455,1.1396682590567606,0.4848283387184906,6,2.3839563186852444
B12228P,1,5,2,1.3120219557388646,1.0589518791431392,6,6,0,6,1,1,1,-0.6553542187197764,-0.19669903971099162,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.10736474728418734,0.46388458388136206,0.17926196882865147,0.11303359985370293,0.9088031066367427,0.3183330832531715,0.2656708698505386,-0.4714502155735483,-0.1483639213766933,0.7426064013467052,0.5113741459401026,-1.3966909858972794,-1.2040640335560924,1.2038218788382926,0.7775743505171839,1.684061133265168,1.2758372634583885,-0.32926202917619524,0.2968575259618061,-1.1376705933967137,0.4848283387184906,5,1
B12242M,0,4,2,0.9171413651912865,1.46471705269967,3,4,0,4,0,0,0,-1.8732762293006044,-0.8517033143686731,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.10736474728418734,-1.1241887663431211,-1.221654188598342,-0.6984355375610348,0.9088031066367427,-1.2902649438240241,-0.963859204390988,-2.119447902821828,-1.2681859955607189,2.181252501330125,1.2786111187785782,0.32277739846870185,0.27114784247798746,-1.5947647984508304,-0.8591585600627994,-0.46339937224075056,-0.28895475861934,-0.32926202917619524,-1.9259180378901404,-1.8967835442145384,-1.7460669433766831,4,3.405496027038806
B12250M,1,1,2,0.197439643709412,0.8966458097205269,2,2,0,2,0,0,0,-0.16818541448744478,-0.29938742867967305,2.871128571236222,2.4594438503213745,0.6385060417231625,0.5375814954320819,2.0519579341058454,0.5294910081853998,0.3773203302671244,-0.9064146622040575,-0.0033865221622675764,-0.08740634265765727,-0.4714502155735483,-0.2858353041189194,0.1671479613533371,0.09779494955305294,-0.8235348577752856,-0.7310525440930975,0.27095965307525166,0.20892012343414915,-0.8213094564917369,-0.4738690944147634,0.9606304562563233,0.2968575259618061,0.3805553082389358,0.4848283387184906,1,0.24669184165896782
B12257U,1,1,1,-1.2419637992543382,-0.3206497109490653,2,2,0,3,0,0,0,-0.41176981660361023,-0.1340518554058948,-0.49711076111190544,-0.42857873600318586,1.4093791024214999,1.2229730411167075,-1.1241887663431211,0.5294910081853998,0.3773203302671244,-0.9064146622040575,0.6400526886686109,0.5593156923059748,-0.19678393436550198,-0.1306724994087614,-1.5592273586267664,-0.8328749844924238,0.32277739846870185,0.3273252501230829,0.7373907659567726,0.3698713793297533,-1.1792195407427235,-0.8404100021895948,0.9606304562563233,0.2968575259618061,0.3805553082389358,1.228460099416882,1,0.05045313238927024
B12271S,1,2,1,0.3566656882850481,1.0589518791431392,2,2,0,2,0,0,0,0.4407755908029692,0.3958707327986181,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5375814954320819,0.46388458388136206,0.5294910081853998,0.29542773552080837,-1.8140235466244576,0.3183330832531715,0.2656708698505386,0.6272149092586378,0.29167596285754693,-1.2714981386300828,-0.7185742171100189,0.8959335265906956,0.80033673958607765,-0.6619025726877894,-0.2905043329797646,-1.8950397092446962,-1.3052856172970204,0.9606304562563233,1.037782713912455,0.3805553082389358,-1.7460669433766831,2,0.48484598837155896
B12274V,1,4,3,0.2802371868887421,0.7343397402979146,6,6,0,6,1,1,1,0.3189833897448861,0.18011554569427057,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5780267984004381,2.0519579341058454,0.8797200475421483,0.5856563546624016,0.9088031066367427,1.283491899499489,0.5638147366672593,1.4512137528827775,0.8724961916021855,2.468981721326808,1.441994121128239,2.042245782834683,1.7463597185120672,1.2038218788382926,0.7775743505171839,2.3998813017671408,1.6874587091955466,-0.32926202917619524,0.2968575259618061,0.3805553082389358,0.4848283387184906,4,1
B12294Z,0,3,1,-0.6814881223480997,-1.5379452316186575,3,2,0,2,0,0,0,-1.3861074250682728,-0.6355436968103195,0.6256356830041371,0.5508481426980965,-0.13236701897517483,-0.06691944431583108,0.46388458388136206,-0.5211961098848453,-0.42135061376386707,-0.9064146622040575,-0.0033865221622675764,-0.08740634265765727,0.07788234684254437,0.06190443693357897,0.45487718135002075,0.2980226841105827,-0.2503787296532919,-0.20186364698500728,0.7373907659567726,0.4932472369756666,1.3261510490141817,0.9092963556835572,-1.6191545146087136,0.2968575259618061,0.3805553082389358,0.4848283387184906,3,0.0450727302216129
B12301F,1,2,2,-0.9999402114993718,-0.6452618497942899,3,5,0,5,0,0,0,0.4407755908029692,-0.019661591855651195,-0.49711076111190544,-0.42857873600318586,-0.9032400796735122,-0.7927562929688128,-1.1241887663431211,-0.17096707052809693,-0.10024126521783822,0.0011942222163425851,-0.0033865221622675764,-0.3027638623964355,0.35254862805059145,0.3476501575883138,0.7426064013467052,0.4167801425592494,-0.8235348577752856,-0.7310525440930975,0.27095965307525166,0.2550733038802299,1.3261510490141817,0.9092963556835572,-0.32926202917619524,-0.44406766198884273,-1.1376705933967137,-1.0024351826782918,2,0.10407686675187282
B12303H,1,5,3,1.636843086673162,1.46471705269967,6,6,0,6,1,1,1,-1.995068430358687,-0.74679047692227285,-0.49711076111190544,-0.42857873600318586,-0.9032400796735122,-0.7927562929688128,0.46388458388136206,0.17926196882865147,0.19492619460001898,0.9088031066367427,-0.646825732993146,-0.6283744020588938,0.07788234684254437,0.043615990318927295,-0.12058125864334658,0.10993613882917797,0.32277739846870185,0.27114784247798746,0.7373907659567726,0.4932472369756666,-0.46339937224075056,-0.37553438708216924,-0.32926202917619524,-0.44406766198884273,0.3805553082389358,0.4848283387184906,5,1
B12306L,1,3,3,1.636843086673162,2.032788295678813,6,6,0,6,1,1,1,0.3189833897448861,0.038102619851726145,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,-1.1241887663431211,-0.5211961098848453,-0.02707993529346764,-0.9064146622040575,0.3183330832531715,0.25579660718090275,0.35254862805059145,0.38869726391740334,-0.12058125864334658,-0.06964864835685618,-0.2503787296532919,-0.20186364698500728,-0.6619025726877894,-0.2905043329797646,-0.46339937224075056,-0.37553438708216924,-1.6191545146087136,-1.9259180378901404,-1.8967835442145384,-1.7460669433766831,3,1
B12321K,1,6,3,1.636843086673162,1.2212579485657515,7+,7+,0,7+,1,1,1,-0.16818541448744478,-0.19455262194222225,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.10736474728418734,-1.1241887663431211,-2.2723413066685874,-1.4102750461694464,0.0011942222163425851,-1.2902649438240241,-0.963859204390988,-1.2954490591976882,-0.7837900432292171,1.3180648413400726,0.8084745419680036,0.32277739846870185,0.21497043483289202,-1.5947647984508304,-0.8591585600627994,1.684061133265168,1.2758372634583885,-0.32926202917619524,-1.9259180378901404,-1.1376705933967137,-1.7460669433766831,6,1
B12325P,0,4,2,0.2802371868887421,0.8154927750092208,3,3,0,3,0,0,0,0.3189833897448861,0.2690980318393638,2.871128571236222,2.4594438503213745,-0.13236701897517483,-0.10736474728418734,-1.1241887663431211,0.5294910081853998,0.3773203302671244,0.9088031066367427,2.2486507157458067,1.4776085339159635,0.35254862805059145,0.12946535557007757,-0.408310478640031,-0.21496110336167476,0.8959335265906956,0.7441593319409823,-0.19547145980626857,-0.27600552495311415,1.684061133265168,1.2758372634583885,-0.32926202917619524,0.2968575259618061,1.1396682590567606,0.4848283387184906,4,0.6485287276462941
B12341P,1,3,2,1.7132715880694669,0.9777988444318331,6,7+,0,7+,1,1,1,-0.5335620176616933,-0.47270878669960664,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,-1.1241887663431211,-0.8714251492415938,-0.5160414018939294,0.0011942222163425851,-0.9685453384085851,-0.584208931712428,-0.4714502155735483,-0.22844041132046874,-0.6960396986367147,-0.36273840768184923,-0.8235348577752856,-0.7310525440930975,-0.6619025726877894,-0.31358092320280495,0.2524207962612223,0.2177136306343969,-1.6191545146087136,-1.1849928499394917,-1.8967835442145384,-1.0024351826782918,3,1
B12342Q,0,5,2,1.3948194989181948,1.0589518791431392,6,6,0,6,1,1,1,0.07539898762872067,-0.0992758001590045,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5375814954320819,2.0519579341058454,-0.17096707052809693,0.12530538308366523,0.9088031066367427,-1.2902649438240241,-0.963859204390988,-0.19678393436550198,-0.020152617841001946,1.030335621343389,0.5801631449089101,-0.2503787296532919,-0.25804105463010274,-0.6619025726877894,-0.2905043329797646,0.6103308805122087,0.26279416859672355,0.9606304562563233,-1.9259180378901404,-1.8967835442145384,-1.7460669433766831,5,1
B12345T,1,5,3,1.3120219557388646,1.8704822262562006,6,6,0,6,1,1,1,-1.6296918271844385,-0.7205233797552572,0.6256356830041371,0.5508481426980965,-0.9032400796735122,-0.7927562929688128,-1.1241887663431211,-0.17096707052809693,-0.013409829795258205,0.0011942222163425851,-0.3251061275777066,-0.059939669811919755,1.1765474716747306,0.7750286997175301,1.3180648413400726,0.8171915370310725,-0.8235348577752856,-0.7310525440930975,-0.19547145980626857,-0.1526296673072008,0.2524207962612223,0.12266668711781806,-0.32926202917619524,-0.44406766198884273,0.3805553082389358,-0.2588034219799006,5,1
B12386C,1,4,2,1.3948194989181948,0.5720336708753023,4,4,0,4,0,0,0,-1.6296918271844385,-0.7894197628762829,-0.49711076111190544,-0.42857873600318586,-0.9032400796735122,-0.7523109900004565,0.46388458388136206,-0.17096707052809693,-0.06936053581340251,0.0011942222163425851,-0.9685453384085851,-0.7066617047755518,0.07788234684254437,0.14708806930937532,-0.408310478640031,-0.4240117907825705,-0.8235348577752856,-0.7310525440930975,-0.19547145980626857,-0.02925380966128749,-1.1792195407427235,-0.9802438000226914,-1.6191545146087136,-0.44406766198884273,-1.1376705933967137,-1.0024351826782918,4,1.8583104048060668
B12408R,1,4,2,1.477617042097526,1.6270231221222822,6,6,0,6,1,1,1,-1.5078996261263558,-0.3938995381865375,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,-1.1241887663431211,-1.221654188598342,-0.7601969963699062,-1.8140235466244576,-0.646825732993146,-0.6382486647285297,-1.5701153404057353,-0.9660636848935039,0.1671479613533371,-0.11418376298869264,-0.8235348577752856,-0.7310525440930975,-1.1283336855693102,-0.7985065715900682,-0.8213094564917369,-0.5604487228775926,-1.6191545146087136,-1.9259180378901404,-1.1376705933967137,-1.0024351826782918,4,1
B12424R,1,4,1,-0.044583944045555365,0.4908806361639962,2,2,0,2,0,0,0,-1.1425230229521073,-0.500236886716062,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5375814954320819,-1.1241887663431211,1.5801781262556451,1.0323372207429284,-1.8140235466244576,1.283491899499489,1.0638364288672113,1.4512137528827775,0.8337672280145515,-0.12058125864334658,-0.08921502423190987,0.8959335265906956,0.7441593319409823,0.7373907659567726,0.4932472369756666,1.684061133265168,1.2758372634583885,0.9606304562563233,1.037782713912455,1.1396682590567606,0.4848283387184906,4,0.5098017604498699
B12453W,0,3,1,0.3566656882850481,-0.6452618497942899,2,2,0,2,0,0,0,0.9279443950353001,0.6622695496109705,0.6256356830041371,0.5257191178084532,1.4093791024214999,1.2229730411167075,0.46388458388136206,-0.5211961098848453,-0.3904698843594314,-0.9064146622040575,-0.3251061275777066,-0.25859839204996965,-0.19678393436550198,-0.1726569550971376,-0.12058125864334658,-0.10199261485522715,0.8959335265906956,0.80033673958607765,-0.6619025726877894,-0.43695678084871825,0.2524207962612223,0.2177136306343969,0.9606304562563233,0.2968575259618061,0.3805553082389358,-0.2588034219799006,3,0.10281740271608039
B12455Y,1,3,2,1.3948194989181948,1.1401049138544452,3,2,0,2,0,0,0,-1.020730821894025,-0.5069697628253316,-0.49711076111190544,-0.42857873600318586,1.4093791024214999,1.2229730411167075,0.46388458388136206,0.8797200475421483,0.4728830305116498,0.0011942222163425851,0.9617722940840496,0.6178544696833611,0.35254862805059145,0.16020916722111347,-0.9837689186333983,-0.5870391680380349,0.8959335265906956,0.7441593319409823,0.7373907659567726,0.2695721119068803,-0.8213094564917369,-0.7087498357644388,0.9606304562563233,1.037782713912455,0.3805553082389358,1.228460099416882,3,2.3347085352642356
B12476D,1,5,2,0.3566656882850481,-0.23949667623775917,5,3,1,3,0,0,0,-0.16818541448744478,-0.14103236027120858,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5780267984004381,0.46388458388136206,-0.17096707052809693,-0.12618315394600996,0.9088031066367427,-0.0033865221622675764,-0.28606506489570716,0.35254862805059145,0.2973030673671746,0.7426064013467052,0.5796266612763987,0.8959335265906956,0.80033673958607765,0.7373907659567726,0.39294796955279365,0.6103308805122087,0.49767490994639907,-0.32926202917619524,0.2968575259618061,0.3805553082389358,0.4848283387184906,5,0.7664964369204093
B12539B,0,3,2,0.9171413651912865,0.5720336708753023,2,2,0,2,0,0,0,0.5625677918610515,0.41315897780385147,0.6256356830041371,0.5257191178084532,0.6385060417231625,0.5375814954320819,0.46388458388136206,0.5294910081853998,0.23947702950266403,-0.9064146622040575,1.283491899499489,0.8750519692987974,-0.19678393436550198,-0.3507979615722882,-1.8469565786234505,-1.213083601742001,1.4690896547126893,1.2733482290490725,0.7373907659567726,0.3698713793297533,-2.2529497934956826,-1.531992727238755,0.9606304562563233,1.037782713912455,1.1396682590567606,1.228460099416882,3,0.6972676385322908
B12541V,1,5,3,-0.5986905791687684,-0.6452618497942899,3,3,0,3,0,0,0,-0.28997761554552787,-0.10297658505715904,-0.49711076111190544,-0.42857873600318586,0.6385060417231625,0.5375814954320819,0.46388458388136206,0.8797200475421483,0.6724877900849816,0.0011942222163425851,-0.646825732993146,-0.4395899424904798,-0.4714502155735483,-0.365233891439478,-0.408310478640031,-0.20802244153791702,-0.2503787296532919,-0.25804105463010274,0.7373907659567726,0.4932472369756666,-0.8213094564917369,-0.5604487228775926,0.9606304562563233,0.2968575259618061,0.3805553082389358,0.4848283387184906,5,0.516377703482903
B12542W,0,6,3,1.3948194989181948,1.7893291915448946,6,7+,0,7+,1,1,1,-0.16818541448744478,-0.2517708344906522,-0.49711076111190544,-0.42857873600318586,-0.13236701897517483,-0.14781005025254357,0.46388458388136206,-2.2723413066685874,-1.4662257521875905,-1.8140235466244576,-1.2902649438240241,-0.963859204390988,-2.119447902821828,-1.2221088093687213,-0.9837689186333983,-0.6079877816463864,-1.3966909858972794,-1.2040640335560924,-0.19547145980626857,-0.02925380966128749,-1.1792195407427235,-0.700576204356498,0.9606304562563233,-1.9259180378901404,-1.1376705933967137,-1.0024351826782918,6,1
B12549D,1,5,3,0.9171413651912865,0.40972760145269,6,6,0,6,1,1,1,-1.1425230229521073,-0.4230684826577448,-0.49711076111190544,-0.42857873600318586,-1.6741131403718494,-1.4377025356850819,0.46388458388136206,0.5294910081853998,0.45921292501344046,-0.9064146622040575,-0.3251061275777066,-0.37117690244345763,-0.7461164967815954,-0.4107140529847556,-0.408310478640031,-0.3513025843800126,-0.2503787296532919,-0.20186364698500728,-1.1283336855693102,-0.6751307139441549,-0.10548928798976412,-0.008993479307337848,-1.6191545146087136,-0.44406766198884273,-1.8967835442145384,-1.7460669433766831,5,1
